encoder,query_domain,query_identifier,query_class,top1_identifier,top1_class,top1_similarity,fruit_consistency_at_1,fruit_consistency_at_5,fruit_consistency_at_10,freshness_consistency_at_1,freshness_consistency_at_5,freshness_consistency_at_10,six_class_consistency_at_1,six_class_consistency_at_5,six_class_consistency_at_10,top10_identifiers,top10_classes,top10_similarities
dinov2,fruitvision,Apple/Rotten/msg5170347760-64861.jpg,rotten_apple,test/rotten_apple/rotated_by_75_Screen Shot 2018-06-07 at 3.02.24 PM.png,rotten_apple,0.6309204697608948,1.0,0.8,0.8,1.0,1.0,1.0,1.0,0.8,0.8,test/rotten_apple/rotated_by_75_Screen Shot 2018-06-07 at 3.02.24 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 2.53.33 PM.png|test/rotten_orange/translation_Screen Shot 2018-06-12 at 11.20.18 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.47.30 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-07 at 2.15.34 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-07 at 2.15.34 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.30.45 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.46.36 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-07 at 2.43.26 PM.png|test/rotten_orange/rotated_by_30_Screen Shot 2018-06-12 at 11.20.18 PM.png,rotten_apple|rotten_apple|rotten_orange|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_orange,0.63092047|0.61102188|0.59053010|0.58113962|0.57844210|0.57566476|0.56672066|0.55290073|0.54862183|0.54648262
dinov2,fruitvision,Apple/Rotten/msg5170347760-64862.jpg,rotten_apple,test/rotten_apple/rotated_by_75_Screen Shot 2018-06-07 at 3.02.24 PM.png,rotten_apple,0.6421390175819397,1.0,0.8,0.9,1.0,1.0,1.0,1.0,0.8,0.9,test/rotten_apple/rotated_by_75_Screen Shot 2018-06-07 at 3.02.24 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.30.45 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.47.30 PM.png|test/rotten_orange/translation_Screen Shot 2018-06-12 at 11.20.18 PM.png|test/rotten_apple/translation_Screen Shot 2018-06-08 at 2.31.45 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 2.53.33 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.47.09 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-07 at 2.15.34 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-07 at 2.15.34 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.33.04 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_orange|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.64213902|0.60246444|0.59215486|0.58104223|0.57741421|0.57706642|0.57564032|0.56829238|0.56807894|0.56498259
dinov2,fruitvision,Apple/Rotten/msg5170347760-64863.jpg,rotten_apple,test/rotten_apple/translation_Screen Shot 2018-06-08 at 2.31.45 PM.png,rotten_apple,0.6414828300476074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,test/rotten_apple/translation_Screen Shot 2018-06-08 at 2.31.45 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.31.45 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.31.45 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-07 at 2.15.34 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.29.20 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-08 at 2.29.20 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-07 at 3.02.24 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.47.30 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-07 at 2.15.34 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.41.54 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.64148283|0.62812072|0.61678910|0.60673583|0.60488975|0.60087901|0.59808218|0.59041864|0.59028786|0.57789958
dinov2,fruitvision,Apple/Rotten/msg5170347760-64864.jpg,rotten_apple,test/rotten_apple/rotated_by_45_Screen Shot 2018-06-07 at 2.58.30 PM.png,rotten_apple,0.7454912066459656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,test/rotten_apple/rotated_by_45_Screen Shot 2018-06-07 at 2.58.30 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 2.15.34 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.47.30 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 2.58.30 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 2.46.32 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-07 at 2.46.32 PM.png|test/rotten_apple/translation_Screen Shot 2018-06-08 at 2.30.26 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.36.43 PM.png|test/rotten_apple/translation_Screen Shot 2018-06-07 at 2.58.47 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.30.51 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.74549121|0.72820866|0.72799546|0.72795099|0.72780508|0.72650909|0.72328514|0.71920681|0.71920419|0.71877629
dinov2,fruitvision,Apple/Rotten/msg5170347760-64865.jpg,rotten_apple,test/rotten_apple/Screen Shot 2018-06-08 at 2.31.03 PM.png,rotten_apple,0.7850873470306396,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,test/rotten_apple/Screen Shot 2018-06-08 at 2.31.03 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.30.51 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.31.03 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 3.06.30 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.31.03 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.30.51 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 3.06.30 PM.png|test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.05.18 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|fresh_apple,0.78508735|0.74125582|0.74060571|0.74032295|0.73537958|0.72685683|0.72122949|0.71961755|0.71672642|0.71442419
dinov2,fruitvision,Apple/Rotten/msg5170347760-64866.jpg,rotten_apple,test/rotten_apple/Screen Shot 2018-06-08 at 2.31.03 PM.png,rotten_apple,0.7560665011405945,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,test/rotten_apple/Screen Shot 2018-06-08 at 2.31.03 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-08 at 2.31.08 PM.png|test/rotten_apple/translation_Screen Shot 2018-06-08 at 2.28.00 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 3.06.30 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.31.03 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.30.51 PM.png|test/rotten_apple/vertical_flip_Screen Shot 2018-06-07 at 3.03.38 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.04.59 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.30.31 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.30.51 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|fresh_apple|rotten_apple|rotten_apple,0.75606650|0.73428559|0.72826922|0.72180533|0.71918112|0.71912032|0.71599323|0.71523082|0.71512580|0.71243387
dinov2,fruitvision,Apple/Rotten/msg5170347760-65020.jpg,rotten_apple,test/fresh_apple/Screen Shot 2018-06-08 at 5.13.31 PM.png,fresh_apple,0.7420063614845276,1.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,test/fresh_apple/Screen Shot 2018-06-08 at 5.13.31 PM.png|test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.22.20 PM.png|test/fresh_apple/rotated_by_15_Screen Shot 2018-06-08 at 5.02.08 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.13.31 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.28.10 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 2.18.57 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.28.42 PM.png|test/fresh_apple/rotated_by_60_Screen Shot 2018-06-08 at 5.01.22 PM.png|test/fresh_apple/rotated_by_60_Screen Shot 2018-06-08 at 5.20.51 PM.png|test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.05.18 PM.png,fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|rotten_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple,0.74200636|0.74004209|0.73437637|0.73265642|0.73221481|0.72996902|0.72930729|0.72428656|0.72366834|0.72101086
dinov2,fruitvision,Apple/Rotten/msg5170347760-65021.jpg,rotten_apple,test/rotten_apple/rotated_by_30_Screen Shot 2018-06-07 at 3.00.56 PM.png,rotten_apple,0.7720764875411987,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,test/rotten_apple/rotated_by_30_Screen Shot 2018-06-07 at 3.00.56 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.29.20 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-07 at 2.57.17 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 3.06.30 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.26.55 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.22.20 PM.png|test/rotten_apple/vertical_flip_Screen Shot 2018-06-07 at 3.03.38 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-07 at 2.23.24 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|fresh_apple|rotten_apple|rotten_apple,0.77207649|0.75926912|0.74863130|0.74629354|0.73553288|0.73501539|0.72263628|0.72165394|0.71772313|0.71682477
dinov2,fruitvision,Apple/Rotten/msg5170347760-65022.jpg,rotten_apple,test/rotten_apple/Screen Shot 2018-06-08 at 2.30.51 PM.png,rotten_apple,0.7183325290679932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,test/rotten_apple/Screen Shot 2018-06-08 at 2.30.51 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 2.20.34 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.30.51 PM.png|test/rotten_apple/translation_Screen Shot 2018-06-07 at 2.20.34 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-07 at 3.00.56 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.30.03 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 3.06.30 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.31.03 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 2.51.45 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-08 at 2.40.30 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.71833253|0.71248436|0.70887351|0.69527781|0.68888772|0.68261862|0.67453122|0.66946214|0.66936707|0.66606927
dinov2,fruitvision,Apple/Rotten/msg5170347760-65023.jpg,rotten_apple,test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.40.30 PM.png,rotten_apple,0.7523531913757324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.31.03 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-07 at 3.00.56 PM.png|test/rotten_apple/translation_Screen Shot 2018-06-07 at 2.20.34 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 2.20.34 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.30.51 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.30.51 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.30.45 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 3.06.30 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.75235319|0.74874496|0.73646414|0.73601377|0.73462868|0.73356044|0.73045111|0.72906375|0.72241259|0.72200859
dinov2,fruitvision,Apple/Rotten/msg5170347760-65024.jpg,rotten_apple,test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.52.43 PM.png,rotten_apple,0.7035838961601257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.52.43 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/rotten_apple/vertical_flip_Screen Shot 2018-06-07 at 3.03.38 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-07 at 3.03.38 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.30.45 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/rotten_apple/translation_Screen Shot 2018-06-08 at 2.28.00 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.36.55 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-08 at 2.29.20 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-07 at 2.43.54 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.70358390|0.69515216|0.69446570|0.69013023|0.68326777|0.67938793|0.67432344|0.67214203|0.66657507|0.66493869
dinov2,fruitvision,Apple/Rotten/msg5170347760-65025.jpg,rotten_apple,test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 2.38.59 PM.png,rotten_apple,0.7141953110694885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 2.38.59 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-07 at 2.38.59 PM.png|test/rotten_apple/vertical_flip_Screen Shot 2018-06-07 at 3.03.38 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 2.38.59 PM.png|test/rotten_apple/vertical_flip_Screen Shot 2018-06-07 at 2.22.39 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.52.43 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-07 at 2.22.39 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-07 at 3.06.22 PM.png|test/rotten_apple/translation_Screen Shot 2018-06-07 at 3.06.22 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-08 at 2.36.01 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.71419531|0.70752764|0.70088530|0.70052361|0.68578541|0.68552625|0.68507987|0.68223476|0.68047595|0.67699003
dinov2,fruitvision,Apple/Rotten/msg5170347760-65026.jpg,rotten_apple,test/rotten_apple/saltandpepper_Screen Shot 2018-06-08 at 2.36.01 PM.png,rotten_apple,0.69123774766922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,test/rotten_apple/saltandpepper_Screen Shot 2018-06-08 at 2.36.01 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-08 at 2.52.05 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-07 at 2.57.49 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-07 at 2.47.27 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.52.43 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-07 at 3.04.41 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 2.58.38 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-07 at 2.44.51 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.25.43 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-07 at 2.38.59 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.69123775|0.68202925|0.68148077|0.68001711|0.67928153|0.67766279|0.67616659|0.67433059|0.66961575|0.66940701
dinov2,fruitvision,Apple/Rotten/msg5170347760-65027.jpg,rotten_apple,test/rotten_apple/Screen Shot 2018-06-07 at 2.58.38 PM.png,rotten_apple,0.6972224712371826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,test/rotten_apple/Screen Shot 2018-06-07 at 2.58.38 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.52.43 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 3.05.05 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.40.13 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-07 at 2.58.38 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-07 at 2.58.38 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.30.45 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-07 at 2.58.38 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.47.09 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.40.13 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.69722247|0.69615567|0.68838251|0.68829381|0.68305975|0.66706741|0.66243422|0.66201562|0.66133410|0.65975714
dinov2,fruitvision,Apple/Rotten/msg5170347760-65028.jpg,rotten_apple,test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.28.42 PM.png,fresh_apple,0.793242335319519,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.28.42 PM.png|test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.05.18 PM.png|test/fresh_apple/rotated_by_30_Screen Shot 2018-06-08 at 5.05.06 PM.png|test/fresh_apple/rotated_by_60_Screen Shot 2018-06-08 at 5.05.18 PM.png|test/fresh_apple/saltandpepper_Screen Shot 2018-06-08 at 5.05.06 PM.png|test/fresh_apple/Screen Shot 2018-06-08 at 5.13.31 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.13.31 PM.png|test/fresh_apple/Screen Shot 2018-06-08 at 5.28.24 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.28.48 PM.png|test/fresh_apple/Screen Shot 2018-06-08 at 5.01.22 PM.png,fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple,0.79324234|0.76941180|0.76927817|0.76153463|0.75767189|0.75384736|0.74864829|0.74262291|0.74236655|0.73976529
dinov2,fruitvision,Apple/Rotten/msg5170347760-65029.jpg,rotten_apple,test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.31.16 PM.png,rotten_apple,0.705693781375885,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.8,0.8,test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.31.16 PM.png|test/fresh_apple/rotated_by_60_Screen Shot 2018-06-08 at 5.05.41 PM.png|test/rotten_apple/vertical_flip_Screen Shot 2018-06-08 at 2.38.54 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-08 at 2.31.08 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.38.54 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 2.23.51 PM.png|test/fresh_apple/rotated_by_60_Screen Shot 2018-06-08 at 5.32.33 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-07 at 2.31.59 PM.png|test/rotten_apple/Screen Shot 2018-06-07 at 2.58.04 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.30.31 PM.png,rotten_apple|fresh_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|fresh_apple|rotten_apple|rotten_apple|rotten_apple,0.70569378|0.69468796|0.69466555|0.69018835|0.68746644|0.68527007|0.68343300|0.68200016|0.67780399|0.67651337
dinov2,fruitvision,Apple/Rotten/msg5170347760-65030.jpg,rotten_apple,test/rotten_apple/vertical_flip_Screen Shot 2018-06-08 at 2.38.54 PM.png,rotten_apple,0.6782777905464172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,test/rotten_apple/vertical_flip_Screen Shot 2018-06-08 at 2.38.54 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-08 at 2.36.01 PM.png|test/rotten_apple/rotated_by_75_Screen Shot 2018-06-08 at 2.31.16 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-08 at 2.31.08 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-08 at 2.38.54 PM.png|test/rotten_apple/Screen Shot 2018-06-08 at 2.31.03 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.30.31 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 2.15.34 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-08 at 2.30.03 PM.png|test/rotten_apple/rotated_by_45_Screen Shot 2018-06-08 at 2.31.16 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple,0.67827779|0.66655672|0.66478276|0.66316199|0.66229880|0.65269399|0.65085930|0.65084857|0.64900553|0.64899957
dinov2,fruitvision,Apple/Rotten/msg5170347760-65031.jpg,rotten_apple,test/fresh_apple/Screen Shot 2018-06-08 at 5.13.31 PM.png,fresh_apple,0.849532425403595,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/fresh_apple/Screen Shot 2018-06-08 at 5.13.31 PM.png|test/fresh_apple/Screen Shot 2018-06-08 at 5.01.22 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.13.31 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.28.42 PM.png|test/fresh_apple/rotated_by_15_Screen Shot 2018-06-08 at 5.02.08 PM.png|test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.22.20 PM.png|test/fresh_apple/rotated_by_30_Screen Shot 2018-06-08 at 5.05.06 PM.png|test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.01.22 PM.png|test/fresh_apple/Screen Shot 2018-06-08 at 5.01.41 PM.png|test/fresh_apple/rotated_by_60_Screen Shot 2018-06-08 at 5.01.22 PM.png,fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple,0.84953243|0.84862512|0.84453833|0.84045094|0.83447742|0.82772982|0.82640284|0.82571298|0.82456028|0.82294905
dinov2,fruitvision,Apple/Rotten/msg5170347760-65032.jpg,rotten_apple,test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.22.20 PM.png,fresh_apple,0.8309844732284546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.22.20 PM.png|test/fresh_apple/Screen Shot 2018-06-08 at 5.13.31 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.13.31 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.28.42 PM.png|test/fresh_apple/vertical_flip_Screen Shot 2018-06-08 at 5.28.10 PM.png|test/fresh_apple/Screen Shot 2018-06-08 at 5.01.22 PM.png|test/fresh_apple/rotated_by_15_Screen Shot 2018-06-08 at 5.28.10 PM.png|test/fresh_apple/rotated_by_60_Screen Shot 2018-06-08 at 5.01.22 PM.png|test/fresh_apple/rotated_by_15_Screen Shot 2018-06-08 at 5.02.08 PM.png|test/fresh_apple/rotated_by_45_Screen Shot 2018-06-08 at 5.05.18 PM.png,fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple|fresh_apple,0.83098447|0.82653195|0.82337695|0.82285643|0.81901133|0.80876321|0.80622375|0.80552930|0.80552483|0.80529642
dinov2,fruitvision,Apple/Rotten/msg5170347760-65033.jpg,rotten_apple,test/rotten_apple/Screen Shot 2018-06-08 at 2.29.20 PM.png,rotten_apple,0.6924407482147217,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.8,test/rotten_apple/Screen Shot 2018-06-08 at 2.29.20 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-07 at 2.57.17 PM.png|test/rotten_apple/rotated_by_60_Screen Shot 2018-06-08 at 2.40.30 PM.png|test/rotten_apple/rotated_by_30_Screen Shot 2018-06-07 at 3.00.56 PM.png|test/fresh_apple/rotated_by_75_Screen Shot 2018-06-08 at 5.26.05 PM.png|test/rotten_apple/rotated_by_15_Screen Shot 2018-06-07 at 2.46.32 PM.png|test/rotten_apple/translation_Screen Shot 2018-06-08 at 2.31.45 PM.png|test/fresh_apple/rotated_by_15_Screen Shot 2018-06-08 at 5.25.33 PM.png|test/rotten_apple/saltandpepper_Screen Shot 2018-06-07 at 2.18.57 PM.png,rotten_apple|rotten_apple|rotten_apple|rotten_apple|rotten_apple|fresh_apple|rotten_apple|rotten_apple|fresh_apple|rotten_apple,0.69244075|0.68238258|0.67647433|0.67645299|0.67490888|0.66981006|0.66789001|0.66685784|0.66448349|0.66410244
